scrape_datetime,jk,job_title,company,job_location,post_datetime,job_description
2017-12-14 09:04:24.222097,aeabded0b3bd013e,Programmer(Backend)(Python),theAnswr,"Lai Chi Kok, Kowloon",14 days ago,"Job SummaryOur Mission“We’re changing the cognitive process of problem solving through micronization into question answering.”theAnwr is an online platform to help people getting straight-forward answers through data, advanced AI and analytics algorithm. We’re changing the cognitive process of problem solving through micronization into question answering, the nature of data analytics! We wish everyone can find business answers in an easy and direct way. They shall no longer be fear of the word “Big Data”!Life at theAnswr“We care about people and the environment! “We are a bunch of passionate and fun people, determined to make the world a better place, our motto is plain and simple; work hard – play hard!“We want everyone to become Generalists but not specialists.”Your personal growth is important to us, and we’ll provide you an environment for creativity and self-fulfillment, opportunities for growth and empowerment to help small and medium businesses succeed. We encourage you to experiment, trial, take risks and pursue things that your things are important.To thrive here, you’ll need humility, creativity, a growth mindset, and adaptable with the inherent of a fast growing, ever-changing startup. Join us to be a part of our world changing movement.Responsibilities and DutiesResponsibility:Design, architect, build and implement Data Solutions (Physical Data models, Data Processes) under data architecture and data engineering discipline governanceBuild data acquisition pipeline from source systems to cloud platform (by leveraging DaaS capacity)Build data components for reporting and analyticsWork closely with Data Engineers, Data Analysts, Data Scientist to ensure the technical solution meets business needsQualifications and SkillsRequirement:Degree / Higher Diploma holder in Computer Science or related disciplineGood Knowledge in Python, Linux, Relational Database(such as MySQL/PostgreSQL) and NoSql(such as Redis/Mongodb)Knowledge of docker/container will be an advantageKnowledge of version control system (such as git) will be an advantageKnowledge of DevOps tools will be an advantageSelf-motivated, analytic, with positive working attitude and a good team playerGood command of written and spoken English and ChineseJob Type: Full-timeSalary: $12,000.00 to $18,000.00 /monthRequired education:Higher Diploma or Associate DegreeRequired experience:working: 1 yearRequired language:Chinese"
2017-12-14 09:04:24.360130,2eee701aafe938bc,"Manager, Data Scientist, Data & Analytics",KPMG,Hong Kong,30+ days ago,"In KPMG's Management Consulting practice, we do not limit ourselves to either strategy or implementation. Instead, we deliver both. Our team in Hong Kong is the fastest-growing division within KPMG China and represents a young and enthusiastic team that always pushes itself to succeed. Since our creation, we have developed an in-depth body of knowledge of an incredibly broad spread of sectors and services.


Our Data & Analytics team focuses on assisting clients to execute their strategy by optimising the use of information. We enable businesses to realise their objectives through insights from the data and provide the right information to the right people at the right time. The role of a Manager within KPMG has three specific areas of focus:


Business Development


- Building strong and lasting client relationships through excellent interpersonal skills

- Working with Senior Management and Leadership to develop compelling propositions which target relevant client issues

- Identifying project opportunities and supporting the development of proposals

- Taking an active role in managing initiatives to appropriately market Data & Analytics capabilities and services


Client Service


- Delivery of high quality advisory and/or technical services to our clients

- Planning, managing and executing the delivery of engagements or projects, including responsibility for the review and quality assurance of deliverables

- Building lasting relationships with key client stakeholders

- Identifying and managing risks whilst maximising profitability and ensuring the Firm's frameworks are implemented appropriately and effectively


Practice Development


- Utilising previous and ongoing experience to build and develop knowledge within the team

- Developing and building on both consulting and delivery capabilities

- Supporting key training and sharing knowledge within team

- Helping our junior team members to develop through mentoring and monitoring in the role of a Performance Manager and by disseminating experience throughout the team


As part of this team, you will be providing specialised consulting services in Data Warehousing and Reporting, including solution design, solution development and system implementation, to clients across different industries.


The individual will have:


- Bachelor's degree, preferably in Statistics, Mathematics, Econometrics or Quantitative Research

- 6+ years experience relating to Data & Analytics, with at least 3 years in statistical modelling, data mining or data science related work

- Proficiency and working experience with at least one statistical modelling tool (such as SAS, SPSS, Matlab or Alteryxx)

- Good knowledge of at least 1 statistical/data science language and analytics module (such as R, Scala or SQL)

- Proven delivery experience in modelling / data science / quantitative analytics projects and work

- Experience with data visualisation techniques and modules (such as R3, R, Python, etc.) preferred

- Good understanding of the principles and practices of statistical modelling, data science, data mining and quantitative analytics

- Retail or Financial Services (Banking, Insurance, Asset Management) industry experience preferred

- Experience working in a consulting environment preferred

- Strong analytical mindset with solid problem solving skills and ability to analyse complex data, identify core issues and investigate, evaluate and reach appropriate conclusions/solutions

- Proven project management skills including planning, designing and shaping project work streams, managing progress, resolving issues and limiting risks

- Good English language skills; Mandarin skills preferred but not required


We offer successful candidates an attractive remuneration package and the opportunity to work in a dynamic and exciting environment."
2017-12-14 09:04:24.493000,1c6fbe089f0d99e4,Business Analyst,lalamove,Hong Kong,21 days ago,"At Lalamove, you will work with a fun team of seasoned Product Managers, Designers and Data Scientists in a fast-paced, rapidly growing, dynamic company in the forefront of on-demand economy in Asia. This role demands meticulous attention to detail, outstanding communication skills, and outside of the box thinking, always with the end customer in mind. You will assist in writing user stories, product documentation, test materials, release notes, and help our product owners manage their product backlogs. The role will include regular liaison with our city operations across Asia, where you will be required to analyse user behavior in unique regional contexts. It will also involve troubleshooting and researching problems, evaluating the usability of product features and conducting in-depth market analysis.


Does this sound interesting to you? Maybe because it is! 

What we seek:
You are passionate about building new products and making them better by relentlessly digging for relevant customer insight. (bonus points if you’ve built your own app or website!)
Meticulous attention to detail to spot small details which make a big impact.
Interest in getting involved with new tech with real-world applications to make a difference.
Great with producing detailed product requirements and understand related processes with an intuition of when and to what extent they need to be applied.
Good at multitasking and able to stay organized so that new features and updates are rolled out on time.
You get things done. What we need:
Experience with on-demand services, last mile logistics or supply chain
1-2 years of work experience in an engineering environment
Business or engineering degree is preferred
Prior experience with JIRA and Confluence is preferred
Prior experience with databases and working with data
Demonstrated skills to document, illustrate and present product ideas to various audiences
Excellent interpersonal and communications skills
Demonstrated high-quality planning and organizational capabilities
You are able to tell a bad joke and improve it
Good team player, self-motivated, and strong leadership skills"
2017-12-14 09:04:24.611402,21310e4ba77d9b1e,Chief Data Scientist,Working In Hong Kong,Hong Kong,30+ days ago,"The Chief Data Scientist position is a newly created role within a privately-held organisation working in the logistics and commodities industries. The company operates several integrated businesses globally within these areas. It combines strong operational capability with the tools to help customers manage their risk and cost.


The Chief Data Scientist will be responsible for introducing Data Science and Artificial Intelligence (A.I./Machine Learning) into the organisation.


Responsibilities


The Chief Data Scientist will be working with the Executive Management team to assist them to meet their business objectives through the optimizing of operations, providing actionable business insights and predictive analysis.


This is an outstanding opportunity for you to contribute to growing and entrepreneurial business in creative and meaningful ways. This ‘greenfield’ role will allow you to apply complex analytics to large data sets, using innovative tooling in order to bring tangible results to real-world business problems.


The primary focus for the Chief Data Scientist will be:

Evaluate the organization’s current structured and unstructured data sources for completeness, uniqueness, timeliness, validity, accuracy and consistency.
Creating a roadmap for enhancing the collection of data, establishing a data management strategy and setting data standards/governance.
To work with the Executive Management team to understand their drivers, KPIs and SWOTs.
Identify data science techniques, tools and applications that can provide detailed operational and predictive insights into relevant business areas.
Working with the CTO to ensure the data structures and IT system architectures are optimized for access, cleansing, verification and analysis.
To present a business case clearly articulating the development path and key milestones of the Data Science function within the Group.
Requirements:


To be suitable for this role you will have:

Strong technical analysis skills supported by a Master’s degree and potentially a PhD (Math or Statistics based is preferred).
Experience of data base technologies (SQL), programming frameworks, development languages (python, R), prototyping and data visualization tools.
Commercial experience of introducing AI/Machine Learning into an enterprise.
Worked post-educationally for circa 10 years to include commercial/industrial (non-Finance) Multi-National Companies.
The business acumen to understand what key business insights will add most value to current and future operations.
The ability to communicate in English with the Executive management team in a manner that is succinct, relevant and engaging for a business audience.
To be pragmatic in terms of the pace and appetite of the business for change."
2017-12-14 09:04:24.727956,eed9ce59cdea056c,DIGITAL DATA & ANALYTICS MANAGER,L'Oréal,Hong Kong,5 days ago,"KEY RESPONSIBILITIES
"
2017-12-14 09:04:24.864477,193906d35ace58a1,Technician / Research Assistant,Novoheart,"Sha Tin, New Territories",13 days ago,"Technician / Research AssistantNovoheart LimitedWith operations in the US, Canada and Hong Kong, Novoheart is a global stem cell biotechnology company listed on the Toronto and Germany Stock Exchanges. The company is dedicated to engineer bioartifical human heart prototypes using state-of-the-art stem cell and bioengineering approaches. We are seeking highly motivated individuals to join us as one of our professional associates at our site at the Hong Kong Science & Technology Park with a newly renovated state-of-the-art facility of ~6,000 sq ft.Responsibilities: Participate in research projects involving basic techniques such as cell culture, real time PCR, immunohistochemistry and Western blottingAssist scientists in data collection and data analysisUndertake any other duties as assigned.Qualification and requirements: Bachelor’s degree or above in Biological Sciences or a related disciplineHave laboratory experience, preferably in human stem cell / tissue culture and/or molecular biology (for technician: Minimum 2 years experience)Excellent ability to communicate in English (spoken and written)Fresh graduates will also be consideredInterested candidates please apply by clicking the button ’APPLY NOW’ button.Job Type: Full-timeRequired education:Bachelor'sRequired language:English"
2017-12-14 09:04:25.039582,06c3ccd7fd92b942,Administrative Assistant,SagaDigits Limited,"Central and Western, Hong Kong Island",30+ days ago,"Job SummarySagaDigits has been helping clients in all aspects of business in HK, PRC and globally. Our team comprises of professional Big Data engineers, data analysts in Marketing and data scientists. We have strong expertise in Big Data, Artificial Intelligence and machine learning, planning enterprise resources in the most effective way. Our Big Data engineers have solid background in business data mining experience and strong statistics skills to help build a sturdy data base for business analysis.We are looking for an Administrative Assistant to help our team make a big impact platform. The position performs administrative functions in supporting to achieve the department's objectives. Work is generally varied and administrative or project oriented. This position requires an organized, detail-oriented person with knowledge of customer support, accounting or online web applications. The candidate will work with the big data team, to provide Big Data applications such as Data Visualization, Indoor Positioning, and Shopping Mall systems.Responsibilities and DutiesAnswer customer support telephone line(s); provide callers with responses to all types of requests, both routine and those requiring research and follow-up; direct calls to the appropriate person or take messages.Reconcile transaction accounts as reflected on the distribution summary or operate statement for our big data platforms.May perform data entry into a mainframe application.May develop databases or spreadsheets.May responsible for presenting information to a group.Develop alternatives to handle requests when many times the problems are not clearly identified or involve sensitive issues.Regular respond directly to the caller after performing research or follow-up.Compose all types of correspondence or documents, always on behalf of the supervisor. Correspondence may be directed toward outside owners, customers or senior level executives.May process data through an automated system. This may include processing items such as expense reports, accounts payable, payroll and personnel data.Perform research and follow-up necessary to solve problems.May identify areas where new administrative policies and procedures may be necessary within a department.Research questions and problems regarding departmental or administrative policies, procedures, information or services, including questions, which are complex in nature.Research typically requires obtaining data from multiple sources.May have responsibility for a specific departmental process/system, which entails research, and analytical responsibilities.Qualifications and SkillsExperience as an Administrative AssistantAdvanced level proficiency with Microsoft Office applications (specifically, Outlook, PowerPoint, Excel, and Word)Need to be able to effectively communicate with all levels of managementNeed to be able to effectively communicate with different clientsNeed to be able to work multiple tasks with limited supervisionJob Type: Full-time"
2017-12-14 09:04:25.162016,6c6c39e58ace2537,Data Scientist,Argyll Scott,Hong Kong,20 days ago,"My client is seeking for a Data Scientist to be responsible for modeling complex data and identifying opportunities for the business through the use of data mining, algorithmic, statistical and visualization techniques. This role will involve leading edge use of customer analytics including unstructured data mining, content personalization/recommendation within the big data environment.


Responsibilities

Integrate and prep large, varied datasets to elicit info from multiple big data platforms for identifying relevant and actionable trends
Responsible for the end-to-end lifecycle of defining the business case, collecting data, cleaning, integrating and analysing
Implement algorithms around predictive models, statistical models
Develop and refine data management and analytics procedures, systems, workflows and other best practices
Present findings of actionable business solutions to major stakeholders
Provide leadership and innovation by utilizing advanced quantitative methods and analytical skills to solve unstructured and complex problems


Requirements

4+ years of hands-on experience with data mining, statistical modeling, machine learning and use of big data platforms
Work experience using R, Python, Matlab, SAS, ect
Degree in Computer Science, Mathematics or Statistics
Argyll Scott Asia is acting as an Employment Agency in relation to this vacancy."
2017-12-14 09:04:26.319385,d1abf76182ee9317,Data Scientist,Cogs Agency,Hong Kong,26 days ago,"Them:
"
2017-12-14 09:04:26.445728,e4c4a199c7f0c4d5,Data Engineer/ Scientist - Chinese Conglomerate,Michael Page,"Central and Western, Hong Kong Island",30+ days ago,"Our client is a sizeable Chinese conglomerate, to cope with their business's needs and expansion, they are now hiring for a Data Engineer/ Scientist as part of their group IT team.

Job Description

Develop Machine Learning and/ or Deep Learning Algorithms

Assist with data collection and preparation

Develop API and Test cases

The Successful Applicant

BSc/ MSc/ PhD Holder in Computer Science / Mathematics / Statistics or related disciplines

A minimum 2 years of experiences in Machine Learning

With sound knowledge in Natural Language Processing and Chinese Word Segmentation

Experience in hands-on development with Python, Tensorflow, Spark, Java

Good logical thinking and analytical skills

Excellent proficiency in Chinese (simplified and/ or traditional)

What's on Offer

Our client offers an attractive salary package to the successful candidate.

Contact: Roger Hon-Kit Liu Quote job ref: 3943790 +852 2848 9542
Function: IT Specialisation: IT Data Analysis Industry: Business Services Location: Central and Western District Contract Type: Permanent Salary: HK$35,000 - HK$45,000 Consultant name: Roger Hon-Kit Liu Consultant phone: +852 2848 9542 Job Reference: 3943790"
2017-12-14 09:04:26.626347,ee29776ae671243f,Junior Software Engineer / DevOps @ T1,Terminal 1,Hong Kong,10 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!We are Terminal 1 , a recruiting technology firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, and data scientists with strong technical skills and a network in their industry.Quality Engineer / DevOps / Internal ToolsResponsibilities:As a junior software engineer, you'll be asked to:Implement development tools for testing automationWrite automated testsManage and maintain CI systemSupport the team on technical issues dailyPrioritze and resolve internal issuesMaintain other internal systemsThere is opportunity to work on different projects based on need and your abilities.Requirements:To work here, you must:Have experience with scripting languages like bash, shell or PythonHave experience in Node , HTML , CSS , React , and ExpressHave experience with relational databasesBonus points for experience in testing automationBe fluent in EnglishBe able to work independentlyPay attention to details and be able to think outside the box!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time"
2017-12-14 09:04:26.785579,872639681237ce73,Senior CBI Analyst Hong Kong,Brand Loyalty Group,Hong Kong,30+ days ago,"PURPOSE
"
2017-12-14 09:04:27.308942,f2af3b39b7c25096,Data Scientist - Machine Learning,Michael Page,Hong Kong,30+ days ago,"Our client is one of Hong Kong's largest and most well known banks. They offer a broad range of financial services in Hong Kong. They are currently investing heavily into Big Data and have formed a new team of Data Scientist. As a Data Scientist, you will be deploying Machine Learning to improve the banks digital platform.

Job Description

Utilise Data and Machine Learning to analyse Customer Behaviours to help develop business strategies

Create data models and use other approaches to help support ideas

Work on multiple projects where you will be involved in research, planning, designing and execution

Communicate with stakeholders of different levels

Identify opportunities to improve business operations for Continuous Improvement

Create visual presentations to help communicate ideas

The Successful Applicant

Bachelors degree in Computer Science, Data, Mathematics, Statistics or related disciplines

Knowledge and experience in Machine Learning

Experience in Python, R, C and C++

Experience in working within data analytics

Good communication skills and ability to work with different stakeholders

Excellent problem solving skills and ability to analyse complex problemsCreate

What's on Offer

Growing area to work in

Permanent head count

Competitive Salary Package

Contact: Geoffrey Ho Quote job ref: 3939327 +852 2848 9545
Function: IT Specialisation: IT Data Analysis Industry: Technology & Telecoms Location: Hong Kong Contract Type: Permanent Consultant name: Geoffrey Ho Consultant phone: +852 2848 9545 Job Reference: 3939327"
2017-12-14 09:04:27.461635,0c1ae14951368016,"Director, Big Data Scientist",Standard Chartered Bank,Hong Kong,30+ days ago,"Job Function:


Retail Banking


Regular/Temporary:


Permanent


Full/Part Time:


Full time


We are looking for a Data Scientist that will responsible to design and discover the information hidden in vast amounts of data in SCB enterprise data infrastructure. (S)He needs to source and organise structure and unstructure internal (i.e. card spending) and external data from multiple sources such as social media data, online browsing behaviour, etc… (S)He also needs to analyse data to discover the associations (i.e. household between two customers) and construct the customer DNA (profile) to allow the bank to apply AI to make smarter decisions to deliver better products/services with state-of-arts decision and delivery tools.


Key Roles and Responsibilities


Key Roles and Responsibilities

• Extending customer’s data with both internal and external data sources of information

• Importing/Collecting, cleaning, converting and verifying the integrity of data used for analysis

• Setting data definitions for new database file/table development and/or changes to existing ones as needed for analysis

• Enriching static data with flows of data from multiple sources, combined and used in real-time application.

• Developing and deploying a robust data management framework to enrich customer DNA (profile information) to understand customer’s behaviour and needs

• Presenting data in graphs, charts, tables, etc and designing and developing relational databases for collecting data.

• Tracking the trends, patterns and correlation of data sets.

• Preparing concise data reports and data visualizations for the management that will help in decision making process.

• Working closely with the IT team, Retail Analytics and Retail Banking business teams to determine and achieve the organizational goals.


Qualifications and Skills


Qualifications and Skills

• Bachelor's degree or above in computer science, data management, AI and statistical background an advantage

• 10+ years of retail banking experience, data management, analytics or related discipline

• Strong SAS knowledge and statistics tools

• Ability and experience dealing with very granular data – preferably from a Hadoop, HIVE data storage platform

• Data-oriented personality

• Sound demonstration of using data to draw insights

• Proficient in leading IT projects and strong in verbal and written communication to business and management"
2017-12-14 09:04:27.589014,45e27ddfa7d5ec11,Data Analyst (Telecom),GrammyTech Limited,Hong Kong,13 days ago,"GrammyTech Limited is one of the most reputable and largest IT - Information Technology Executive Search firms in Asia and Greater China region. Established in the late 1980s, our operation has since expanded to a regional network of more than 80 consultants and researchers spreading across Hong Kong, Beijing, Shanghai, Guangzhou and Taiwan.

Our consultants are professionals coming from their very own expert area in the IT/Telecom fields. Our clients include Fortune 500, US Top 1000 fast growing, and major multi-national local companies. We have completed more than 20,000 IT job assignments and earned the respect from our clients of our high quality services.

Key Responsibilities

Conduct business discovery and analysis and advise customer the key findings in analytics

Support Data Scientist to act as bridge with business user to conduct data mining and analytics

Support sales motions, demonstrations, and scoping of Telco analytics offers.

Gather and document client requirements and develop the application or analytics solution design.

Assist customer to realize the analytic application business value.

Basic Qualifications

Bachelor degree or above in computer science or telecom

8+ years working experience including 4+ years as a Data Analyst or Business Consultant or System Analyst working on telecom industry applications

Working experience in customer segmentation, customer churn analysis, product analysis in Telco

Knowledge in business statistics will be an advantage

Good written and oral communication in English and cross-group collaboration skills in English

Interested parties, please send your full resume in word format together with current and expected salary to Kelly Li ([email redacted, apply via company website])

(All data collected would be used for recruitment purposes only) Full-time,Permanent"
2017-12-14 09:04:27.726458,39a6261bdf3f1592,Senior Data Analyst / Data Scientist,Conners Recruitment,Hong Kong,30+ days ago,"Responsibilities
"
2017-12-14 09:04:28.898022,4f0d9e2c1f836f60,Senior Customer & Business Analytics Officer,AXA General Insurance,Hong Kong,30+ days ago,"Senior Customer & Business Analytics Officer (1700065U)


"
2017-12-14 09:04:29.041237,11a50d81b8a0e0fd,Data Scientist - Financial Services (Up to 70k),Michael Page,Hong Kong,2 days ago,"Our client is a leading bank that offers all types of financial services ranging from retail banking, corporate banking, investment banking and many other divisions. You will be part of their commercial banking department which is one of their core businesses and will be working on data and performance analysis to support strategy formulation and decision making.

Job Description

Support senior management within the corporate banking department by performing technical data analysis, data mining and designing technical solutions

Assist decision making through generating reports and dashboards that help monitor business performance and help to formulate business strategies

Create visual tools such as graphs, charts, maps and other interactive tools to present to different stakeholders

Work closely with senior stakeholders of different levels and teams to develop new business solutions through the use of data

Provide new and innovative solutions to promote business growth and development

The Successful Applicant

Bachelor degree in Mathematics, Statistics, Business or related disciplines

At least 4 years of experience in data analytics. Candidates from different industries are welcome to apply

Experience with SQL/Python/R/SAS/QlikView etc

Passionate about big data and interested in working in financial services

Good communication skills and ability to work with senior stakeholders

Proficiency with English and Chinese

What's on Offer

Permanent headcount

Great benefits (Medical, Annual Leave, Bonus etc)

Contact: Geoffrey Ho Quote job ref: 3933284 +852 2848 9545
Function: IT Specialisation: Business Intelligence Industry: Technology & Telecoms Location: Hong Kong Contract Type: Permanent Consultant name: Geoffrey Ho Consultant phone: +852 2848 9545 Job Reference: 3933284"
2017-12-14 09:04:29.459222,2a0a341f4f68bf46,Others - Business Analyst,WHub,Hong Kong,20 days ago,"Full time


Hong Kong


Others


starting date : 2017-12-11


Lalamove might be able to provide a visa.


Description


At Lalamove, you will work with a fun team of seasoned Product Managers, Designers and Data Scientists in a fast-paced, rapidly growing, dynamic company in the forefront of on-demand economy in Asia. This role demands meticulous attention to detail, outstanding communication skills, and outside of the box thinking, always with the end customer in mind. You will assist in writing user stories, product documentation, test materials, release notes, and help our product owners manage their product backlogs. The role will include regular liaison with our city operations across Asia, where you will be required to analyse user behavior in unique regional contexts. It will also involve troubleshooting and researching problems, evaluating the usability of product features and conducting in-depth market analysis.


Does this sound interesting to you? Maybe because it is!

What we seek:

You are passionate about building new products and making them better by relentlessly digging for relevant customer insight. (bonus points if you’ve built your own app or website!)
Meticulous attention to detail to spot small details which make a big impact.
Interest in getting involved with new tech with real-world applications to make a difference.
Great with producing detailed product requirements and understand related processes with an intuition of when and to what extent they need to be applied.
Good at multitasking and able to stay organized so that new features and updates are rolled out on time.
You get things done.
What we need:

Experience with on-demand services, last mile logistics or supply chain
1-2 years of work experience in an engineering environment
Business or engineering degree is preferred
Prior experience with JIRA and Confluence is preferred
Prior experience with databases and working with data
Demonstrated skills to document, illustrate and present product ideas to various audiences
Excellent interpersonal and communications skills
Demonstrated high-quality planning and organizational capabilities
You are able to tell a bad joke and improve it
Good team player, self-motivated, and strong leadership skills
Salary

Equity part is negotiable.


Salary range / month : HK$ 20k-40k


Created on: 2017/11/23


about Lalamove"
2017-12-14 09:04:29.587842,86c088a8ea81f76f,Survey Manager,GLG,Hong Kong,30+ days ago,"GLG is seeking a Survey Manager to support APAC clients and grow GLGs survey business. The Survey Manager will join a growing Global Survey Team and will collaborate with GLG Research and Business Development professionals as well as GLG’s sophisticated client base; which includes top institutional investment firms, top-tier consulting firms, non-profit organizations, and Fortune 1000 companies. This person will work with the APAC pod leader to lead growth initiatives, build and grow client relationships, and lead a team of associates to deliver the product.The Survey Team is responsible for survey writing, programming, editing, fielding, and data compilation across various industry verticals, population geographies, and client types. The Survey Team facilitates the execution of hundreds of surveys per month. This position requires meticulous attention to detail, the ability to prioritize and multi-task, excellent written and verbal communication skills, a keen analytic outlook, as well as, a passion for creative problem solving, client service and project management. In addition, it requires the ability and passion to lead and develop younger associates on his/her own team.The Survey Manager will report to the APAC pod leader, who will provide a close mentoring environment to rapidly accelerate development.Key Responsibilities: Project leadership : Serve as point-person for APAC clients’ survey needs, and ensure the highest level of service is delivered end-to-endThought leadership : Serve clients’ requests on the most complex surveys - including the drafting of client learning needs into thoughtful surveys, and the visualization of resultsCommercial leadership:  Work with APAC Research and Sales to identify high potential client opportunities and pitch the survey productPeople leadership : Develop and lead a growing team in APAC; build collaborative relationships throughout GLG to strengthen the survey product’s positionRequired Skills: Undergraduate degree from a top university3+ years of preferred market research and survey design experience, including experience with online survey platformsExperience leading teams and developing junior membersExperience collaborating with team-members in a high-throughput, deadline-driven, process-oriented, client-servicing environmentSuperior writing, logic and interaction skills; including oral and organizational skillsExperience managing a product team or book of business a plusExperience analyzing results and/or communicating survey results to stakeholders a plusManagement consulting or investment banking experience or a demonstrated strong understanding of professional services a plusGLG attracts employees from the most distinctive professional and academic backgrounds. Across all of our positions, we insist upon integrity, creativity, intensity, flexibility, and professionalism.Company Overview:  GLG was founded in 1998 because we believed that the quickening complexity of the global economy – coupled with the emergence of the web – both necessitated and enabled constant, highly-tailored learning, in a variety of settings, for the world’s top professionals.Today, GLG serves the world’s leading investment firms, corporations, professional services firms, startups, and non-profits to help them solve their most complex operational and developmental challenges.We are the world’s largest membership network for professional learning. Our network of over 500,000 thought leaders and practitioners includes business executives, scientists, academics, former public sector leaders and the foremost subject matter specialists. We pair our members thousands of times a week, worldwide, to teach and learn from one another.Our services provide decision makers the timely, specific, and detailed insights they need to drive better business outcomes across sectors and around the world.Other Highlights: Salary/Benefits: Competitive base salary plus eligibility for, depending on the role, a year-end performance-based discretionary bonus with comprehensive benefits program and a generous vacation and holiday schedule.Notes: GLG does not allow employees to trade stocks or any other security that may present a conflict of interest or appearance of conflict of interest. Gerson Lehrman Group, Inc. also requires that all employees sign a confidentiality and non-compete agreement with our firm. We conduct background checks on all prospective new hires.GLG is an equal opportunity employer.Job Type: Full-timeRequired education:Bachelor'sRequired experience:survey design, questionnaire, statistics/data or team management: 3 years"
2017-12-14 09:04:29.721791,a267837bbf9e59ff,Research Assistant or Associate Scientist,Avalon PolyTom (HK) Limited,"Sha Tin, New Territories",30+ days ago,"Avalon Polytom (HK) Limited (the “Company”) is a small biotech company focusing on protein therapeutic drug R&D.; We apply our technological edge to downstream health products. Our products utilize proprietary and patented formulation approach to improve the safety, efficacy and versatility of the therapeutic proteins, as compared with marketed products. The management team of our group (the “Group”), in which the Company is a group member, comprises well-seasoned biotechnology experts and business professionals with global experience.The Company is currently seeking a junior Research Assistant or Associate Scientist who is willing to take up the challenge in a fast growing company and interested in start-up operations in the biomedical field.Primary responsibilities: Design and execute study protocol including relevant bio-analyses;Work independently or with a team to develop biotherapeutics;Follow through any government-funded project, and liaise with our Group, CMOs, CROs and other collaborators in pre-clinical activities;Prepare study report and patent application;Present project update to R&D; management team;Assist and support other staff as and when necessary and appropriate; andHandle any other relevant responsibilities and/or functions of our Group, as assigned from time to timeRequirements/Qualifications: To be an ideal candidate in this role, the individual shall be able to perform each essential duty satisfactorily. The list below is representative of the knowledge, skill, ability, and/or personal attributes required to be an ideal candidate:Graduates with Bachelor, Master or Ph.D. degree in chemistry, biochemistry or molecular biology; two years of industrial experience is a plus;Candidate with experience in studying protein science using HPLC and mass spectrometry;Candidate with experience in protein expression and purification;Candidate with experience in basic bio-analytical tools such as ELISA, enzymatic assays, cell-based assays and real-time PCR;Candidate who is proficient in written English;Candidate who is organized, reliable and efficient;Candidate having strong sense of responsibility and able to meet tight deadline with high quality;A team player with positive attitude, self-motivated and detailed-minded;Candidate who is proactive and is able to prioritize and to manage multiple tasks;Candidate who is mature and results oriented with international mindset and strong personal drive to take initiative and get things done;Candidate who has good presentation and persuasion skills;Candidate who has strong ethics, integrity, and credibility; andCandidate who is discreet and with good judgment in handling/responding to confidential and sensitive informationInterested candidates should apply in confidence with date of earliest availability, and current & expected salary.Personal data provided will be used for recruitment and related purposes only and strictly in accordance with the relevant Personal Data Policy for Employment. Applicants who are not contacted within 6 weeks may consider their application unsuccessful and the personal data collected will be destroyed in due courseJob Type: Full-time"
2017-12-14 09:04:29.864311,81015000dbd6e499,Research Scientist,DiagCor,Hong Kong,30+ days ago,"Responsibilities
"
2017-12-14 09:04:29.981952,903b85a5707b8599,Project Co-ordinator II(s) (Post B),The Chinese University of Hong Kong 香港中文大學,Hong Kong,6 days ago,"Department of Ophthalmology and Visual Sciences
The Department of Ophthalmology and Visual Sciences, working with more than 150 ophthalmologists and visual scientists in Hong Kong and Mainland China, is committed to advancing patient service, research, training and education to the highest possible standard in all major areas of ophthalmology and visual sciences. The Department has a strong track record and profile in international ophthalmology, and is dedicated to worthwhile community programmes and public education projects. The Department, always ‘in search of excellence’, is highly committed to supporting career development of all staff members.

Project Co-ordinator II(s) (Post B)
Applicants should have (i) a Bachelor’s degree in Statistics, Biology, Health Sciences, Computer Sciences or other related disciplines; (ii) a good command of written and spoken English and Chinese; (iii) a strong quantitative background; (iv) experience in analysis of data using R, STATA, SAS or other statistical packages; (v) the ability to work independently and in collaboration with a multi-disciplinary team; (vi) a responsible and mature attitude; and (vii) attentiveness to details. Knowledge of multi-level modeling and the ability in self-learning new statistical techniques will be advantageous. The appointee(s) will (a) carry out ophthalmic investigations to be conducted in eye health care and research projects; and (b) participate in and provide logistical support for “The Student Innovation for Global Health Technology (SIGHT) programme” (SIGHT is an education platform to transform passion and creativity of students into innovative solutions for eye health care problems). In-house training will be provided where appropriate. Appointment will initially be made on a 1- or 2-year contract (with contract-end gratuity for a 2-year contract) commencing as soon as possible, renewable subject to good performance and mutual agreement.

Application Procedure
The University only accepts and considers applications submitted online for this post.

Job

: Executive, Clerical, Secretarial, Technical and Junior Posts
Organization

: Department of Ophthalmology and Visual Sciences
Unposting Date

: Dec 19, 2017"
